id,amr,antibiotic,pTested,nTested,pSusceptible,nSusceptible
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1,Levofloxacin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1,Linezolid,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1,Oxacillin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1,Penicillin (Unspecified),100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1,Rifampin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Sputum::2019::1,Vancomycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Amoxicillin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Ampicillin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Cefazolin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Ciprofloxacin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Gentamicin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Levofloxacin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Linezolid,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Nitrofurantoin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Nitrofurantoin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Oxacillin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Penicillin (Unspecified),100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Rifampin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Tetracycline,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Urine::2019::1,Vancomycin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Amoxicillin,100%,197,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Ampicillin,100%,197,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Cefazolin,100%,197,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Ciprofloxacin,100%,197,18%,35
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Clindamycin,100%,197,76%,149
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Erythromycin,100%,197,23%,45
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Gentamicin,100%,197,99%,196
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Levofloxacin,100%,197,18%,36
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Linezolid,100%,197,100%,197
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Oxacillin,100%,197,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Penicillin (Unspecified),100%,197,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Rifampin,100%,197,99%,196
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Tetracycline,100%,197,96%,190
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,197,99%,196
Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus (MRSA)::Wound::2019::1,Vancomycin,100%,197,100%,197
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Amoxicillin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Ampicillin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Cefazolin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Ciprofloxacin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Clindamycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Erythromycin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Levofloxacin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Linezolid,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Oxacillin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Penicillin (Unspecified),100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Rifampin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus::Anus::2019::1,Vancomycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Amoxicillin,100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Ampicillin,100%,5,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Cefazolin,100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Ciprofloxacin,100%,5,80%,4
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Clindamycin,100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Erythromycin,100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Gentamicin,100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Levofloxacin,100%,5,80%,4
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Linezolid,100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Oxacillin,100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Penicillin (Unspecified),100%,5,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Rifampin,100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Tetracycline,100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus::Blood::2019::1,Vancomycin,100%,5,100%,5
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Amoxicillin,100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Ampicillin,100%,8,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Cefazolin,100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Ciprofloxacin,100%,8,88%,7
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Clindamycin,100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Erythromycin,100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Gentamicin,100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Levofloxacin,100%,8,88%,7
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Linezolid,100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Oxacillin,100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Penicillin (Unspecified),100%,8,13%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Rifampin,100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Tetracycline,100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus::Ear::2019::1,Vancomycin,100%,8,100%,8
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Amoxicillin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Ampicillin,100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Cefazolin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Ciprofloxacin,100%,2,50%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Clindamycin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Erythromycin,100%,2,50%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Gentamicin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Levofloxacin,100%,2,50%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Linezolid,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Oxacillin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Penicillin (Unspecified),100%,2,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Rifampin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Tetracycline,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus::Eye Swab::2019::1,Vancomycin,100%,2,100%,2
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Amoxicillin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Ampicillin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Cefazolin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Ciprofloxacin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Clindamycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Erythromycin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Levofloxacin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Linezolid,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Oxacillin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Penicillin (Unspecified),100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Rifampin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus::Nose::2019::1,Vancomycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Amoxicillin,100%,63,100%,63
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Ampicillin,100%,63,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Cefazolin,100%,63,100%,63
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Ciprofloxacin,100%,63,83%,52
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Clindamycin,100%,63,95%,60
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Erythromycin,100%,63,81%,51
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Gentamicin,100%,63,100%,63
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Levofloxacin,100%,63,83%,52
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Linezolid,100%,63,100%,63
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Oxacillin,100%,63,100%,63
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Penicillin (Unspecified),100%,63,11%,7
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Rifampin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Rifampin,100%,63,100%,63
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Tetracycline,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Tetracycline,100%,63,94%,59
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,63,100%,63
Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1::Vancomycin,Phoenix Indian Medical Center::Staphylococcus aureus::Skin::2019::1,Vancomycin,100%,63,100%,63
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Amoxicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Amoxicillin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Ampicillin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Ampicillin,100%,1,0%,0
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Cefazolin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Cefazolin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Ciprofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Clindamycin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Clindamycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Erythromycin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Erythromycin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Gentamicin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Levofloxacin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Levofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Linezolid,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Linezolid,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Oxacillin,Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Oxacillin,100%,1,100%,1
Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1::Penicillin (Unspecified),Phoenix Indian Medical Center::Staphylococcus aureus::Sputum::2019::1,Penicillin (Unspecified),100%,1,0%,0
