id,type,capacity,certification,mpc,address,zip,phone,fax,lat,lon
G.P.S. - Greenfield Elementary,Child Care::Public School,59,,Gilbert,2550 East Elliot Road,85234,(480)892-2801,(480)892-8775,33.350399,-111.735275
G.P.S. - Highland High School - Toybox,Child Care::Public School,25,,Gilbert,4301 East Guadalupe Road,85234,(480)813-0051,(480)813-9361,33.364823,-111.698236
G.P.S. - Highland Jr High,Child Care::Public School,345,,Mesa,6915 East Guadalupe Road,85212,(480)632-4739,(480)592-8775,33.364869,-111.685554
G.P.S. - Highland Park Elementary,Child Care::Public School,59,,Gilbert,230 North Cole Drive,85234,(480)892-9089,(480)892-8775,33.354406,-111.710491
G.P.S. - Houston Elementary,Child Care::Public School,59,,Gilbert,500 East Houston Avenue,85234,(480)497-9790,(480)892-8775,33.371881,-111.780905
G.P.S. - Islands Elementary,Child Care::Public School,59,,Gilbert,245 South Mcqueen Road,85233,(480)507-1614,(480)892-8775,33.343735,-111.824081
G.P.S. - Meridian Elementary - Community Education,Child Care::Public School,59,,Mesa,3900 South Mountain Road,85212,(480)497-7032,(480)892-8775,33.349713,-111.592618
G.P.S. - Mesquite Elementary,Child Care::Public School,59,,Gilbert,1000 East Mesquite Street,85296,(480)813-1240,(480)892-8775,33.342944,-111.768858
G.P.S. - Mesquite High School Toybox,Child Care::Public School,25,,Gilbert,500 South Mcqueen Road,85233,(480)632-4750,(480)632-4777,33.340514,-111.824552
G.P.S. - Mesquite Jr High,Child Care::Public School,345,,Gilbert,130 West Mesquite Street,85233,(480)215-9949,(480)892-8775,33.344661,-111.792435
G.P.S. - Neely Traditional Academy,Child Care::Public School,305,,Gilbert,321 West Juniper Avenue,85233,(480)892-2805,(480)892-8775,33.360498,-111.797046
G.P.S. - Oak Tree Elementary,Child Care::Public School,59,,Gilbert,505 West Houston Avenue,85296,(480)632-4785,(  )  -,33.371529,-111.800782
G.P.S. - Patterson Elementary School,Child Care::Public School,59,,Gilbert,1211 East Guadalupe Road,85234,(480)892-2803,(480)926-3674,33.364497,-111.764523
G.P.S. - Pioneer Elementary,Child Care::Public School,59,,Gilbert,1535 North Greenfield Road,85234,(480)892-7977,(480)892-8775,33.377021,-111.739357
G.P.S. - Playa Del Rey Elementary,Child Care::Public School,185,,Gilbert,550 North Horne Street,85233,(480)892-7810,(480)892-8775,33.359409,-111.816012
G.P.S. - Quartz Hill Elementary,Child Care::Public School,59,,Gilbert,3680 South Quartz Hill,85296,(480)205-6802,(480)892-8775,33.283543,-111.759878
G.P.S. - Settler's Point Elementary,Child Care::Public School,59,,Gilbert,423 East Settlers Point Drive,85296,(480)507-1481,(480)892-8775,33.331748,-111.778501
G.P.S. - Sonoma Ranch Elementary,Child Care::Public School,59,,Gilbert,601 North Key Biscayne Drive,85234,(480)239-5160,(480)892-8775,33.36141,-111.750923
G.P.S. - Spectrum Elementary School,Child Care::Public School,305,,Gilbert,2846 South Spectrum Way,85295,(480)917-0117,(480)917-6923,33.298676,-111.762049
G.P.S. - Superstition Springs Elementary,Child Care::Public School,59,,Mesa,7125 East Monterey Avenue,85209,(480)641-6413,(  )  -,33.368319,-111.682279
G.P.S. - Towne Meadows Elementary,Child Care::Public School,59,,Higley,1101 North Recker Road,85236,(480)854-1545,(602)892-8775,33.370481,-111.704058
G.P.S. - Val Vista Lakes Elementary,Child Care::Public School,59,,Gilbert,1030 North Blue Grotto Drive,85234,(480)926-6301,(480)892-8775,33.370303,-111.754468
G.U.H.S.D.#205 - Apollo Preschool C O O P,Child Care::Public School,31,,Glendale,8045 North 47Th Avenue,85302,(623)435-6376,(623)435-6369,33.553859,-112.160066
G.U.H.S.D.#205 - Moon Valley High School C.O.O.P.,Child Care::Public School,45,,Phoenix,3625 West Cactus Road,85029,(623)915-8144,(623)915-8070,33.596244,-112.136553
G.U.H.S.D.#205 - Washington High School Coop Preschool,Child Care::Public School,25,,Phoenix,2217 West Glendale Avenue,85021,(623)915-8480,(623)915-8437,33.538487,-112.106352
G.U.S.D.#1 - Copper Rim Elementary School,Child Care::Public School,85,,Globe,1600 East Mesquite,85501,(928)402-5800,(928)425-8936,33.400889,-110.775907
H.U.S.D. - Centennial Elementary,Child Care::Public School,767,,Gilbert,3507 South Ranch House Parkway,85297,(480)318-1963,(480)279-7503,33.286114,-111.696977
H.U.S.D. - Chaparral Elementary,Child Care::Public School,425,,Gilbert,3380 East Frye Road,85295,(480)209-2455,(  )  -,33.300467,-111.717341
H.U.S.D. - Coronado Elementary School,Child Care::Public School,145,,Gilbert,1100 South Recker Road,85296,(480)459-8209,(480)279-7503,33.270542,-111.714422
H.U.S.D. - Cortina Elementary School,Child Care::Public School,114,,Queen Creek,19680 South 188Th Street,85142,(480)220-3781,(  )  -,33.271301,-111.676043
H.U.S.D. - Elona P. Cooley Early Childhood Dev. Center/Cooley Middle Sch,Child Care::Public School,316,,Gilbert,1100 South Recker Road,85296,(480)279-8400,(480)279-7053,33.330349,-111.706594
H.U.S.D. - Gateway Pointe Elementary / Kids Club,Child Care::Public School,345,,Gilbert,2069 South De La Torre,85295,(623)256-7923,(  )  -,33.313315,-111.694571
H.U.S.D. - Higley Traditional Academy,Child Care::Public School,225,,Gilbert,3391 East Vest Avenue,85295,(480)459-8211,(  )  -,33.310439,-111.713087
H.U.S.D. - Power Ranch Elementary School,Child Care::Public School,305,,Gilbert,4351 South Ranch House Parkway,85297,(480)272-3110,(480)279-7502,33.271245,-111.698103
H.U.S.D. - San Tan Elementary School,Child Care::Public School,305,,Gilbert,3443 East Calistoga Drive,85297,(480)459-8212,(480)279-7205,33.288293,-111.713631
H.U.S.D. - Sue Sossaman Early Childhood Development Center/ Sossaman Middle Sc,Child Care::Public School,316,,Queen Creek,18655 East Jacaranda Boulevard,85142,(480)279-8600,(480)279-7503,33.257638,-111.681565
H.U.S.D.#22 - Coyote Springs Elementary School,Child Care::Public School,59,,Prescott Valley,6625 North Cattletrack,86314,(928)499-8005,(  )  -,34.638976,-112.323715
H.U.S.D.#22 - Granville Elementary School,Child Care::Public School,59,,Prescott Valley,5250 Stover Drive,86314,(928)759-8040,(928)759-4020,34.619046,-112.346393
H.U.S.D.#3 - Indian Wells Pre-School,Child Care::Public School,59,,Holbrook,Junction Of State Route 77/15,86031,(928)654-3622,(928)654-3162,35.399126,-110.068466
H.U.S.D.#3 - School House P A L S,Child Care::Public School,59,,Holbrook,600 West Buffalo,86025,(928)524-6992,(928)524-2490,34.904729,-110.165112
H.W.U.S.D.#41 - Lobitos Pre-School,Child Care::Public School,59,,Winkelman,824 Thorne Avenue,85192,(520)356-7876,(520)356-7303,32.994007,-110.771057
Huachuca City Elementary School,Child Care::Public School,10,,Huachuca City,100 School Drive,85616,(520)456-9842,(520)456-9811,31.631336,-110.335442
I.E.S.D.#5 - Isaac Preschool Campus,Child Care::Public School,265,,Phoenix,3101 West Mcdowell Road,85009,(602)442-2900,(602)442-2999,33.465803,-112.125976
J.O.C.U.S.D.#44 - Ellsworth Elementary School,Child Care::Public School,125,,San Tan Valley,38454 North Carolina Avenue,85140,(480)882-3520,(480)987-8250,33.228208,-111.554299
J.O.C.U.S.D.#44 - Ranch Elementary School,Child Care::Public School,59,,San Tan Valley,43521 North Kenworthy Road,85140,(480)987-5322,(480)987-3487,33.2747,-111.545764
J.O.C.U.S.D.#44 - Simonton Elementary School,Child Care::Public School,59,,Queen Creek,40300 North Simonton Boulevard,85140,(480)987-5338,(480)987-3487,33.244591,-111.52267
K.E.S.D.#28 - Brisas Elementary,Child Care::Public School,35,,Chandler,777 North Desert Breeze Boulevard,85226,(480)783-2351,(480)783-4051,33.319424,-111.919481
K.E.S.D.#28 - Cerritos Elementary School,Child Care::Public School,25,,Phoenix,14620 Desert Hills Parkway,85048,(480)783-1296,(480)460-0498,33.312716,-112.056774
K.E.S.D.#28 - Cielo Elementary,Child Care::Public School,35,,Chandler,1350 North Lakeshore Drive,85226,(480)783-2187,(  )  -,33.325628,-111.917923
K.E.S.D.#28 - De La Esperanza Elementary,Child Care::Public School,35,,Phoenix,14841 South 41St Place,85044,(480)783-1779,(480)783-4051,33.311525,-111.994141
K.E.S.D.#28 - Kyrene De Las Manitas,Child Care::Public School,76,,Tempe,1201 West Courtney Lane,85284,(480)783-2087,(480)783-4051,33.32431,-111.958795
K.E.S.D.#28 - Kyrene De Los Lagos Elementary,Child Care::Public School,52,,Phoenix,17001 South 34Th Way,85048,(480)541-3230,(480)541-1816,33.292493,-112.008684
K.E.S.D.#28 - Kyrene Kids Club - Milenio,Child Care::Public School,128,,Phoenix,4630 East Frye Road,85048,(480)783-3405,(480)705-4459,33.298123,-111.983816
K.E.S.D.#28 - Kyrene Kids Club - Ninos,Child Care::Public School,59,,Tempe,1330 East Dava Drive,85283,(480)783-3113,(  )  -,33.353348,-111.920121
K.E.S.D.#28 - Kyrene Kids Club - Sierra,Child Care::Public School,45,,Phoenix,1122 East Liberty Lane,85048,(480)541-5230,(  )  -,33.29589,-112.059563
K.E.S.D.#28 - Lomas Elementary,Child Care::Public School,76,,Phoenix,11820 South Warner Elliot Loop,85044,(480)783-2848,(480)783-5766,33.339114,-111.994162
K.E.S.D.#28 - Mirada Elementary,Child Care::Public School,144,,Chandler,5500 West Galveston Street,85226,(480)541-4230,(  )  -,33.312289,-111.935802
K.E.S.D.#28 - Monte Vista Elementary,Child Care::Public School,25,,Phoenix,15221 South Ray Road,85048,(480)541-4430,(  )  -,33.310626,-112.026561
K.E.S.D.#28 - Norte Elemetary,Child Care::Public School,38,,Tempe,1331 East Redfield Road,85283,(480)541-4961,(  )  -,33.358177,-111.917868
K.E.S.D.#28 - Paloma Elementary,Child Care::Public School,45,,Chandler,5000 West Whitten Street,85226,(480)783-2727,(  )  -,33.2949,-111.92834
K.E.S.D.#28 - Sureno Elementary,Child Care::Public School,25,,Chandler,3375 West Galveston Street,85226,(480)783-3006,(  )  -,33.311582,-111.901227
K.E.S.D.#28 Kyrene De La Estrella,Child Care::Public School,59,,Phoenix,2620 East Liberty Lane,85048,(480)783-1826,(480)759-5776,33.29252,-112.027693
K.U.S.D.#20 - Little Explorers Early Learning Center,Child Care::Public School,300,,Kingman,3175 Gordon Drive,86409,(928)753-6413,(928)753-6412,35.239482,-114.006551
K.U.S.D.#20 - Little Explorers Preschool At Mt. Tipton,Child Care::Public School,25,,Dolan Springs,16500 Pierce Ferry Road,86441,(928)767-3350,(928)767-4330,35.681066,-114.187403
K.U.S.D.#27 - A B C Preschool,Child Care::Public School,148,,Kayenta,400 Mesa View Drive,86033,(928)697-2461,(928)697-2945,36.72399,-110.248276
K.U.S.D.#27 - C.O.P.E.,Child Care::Public School,21,,Kayenta,North Highway 163,86033,(928)697-2205,(928)697-2246,36.729985,-110.244714
L.E.S.D. #59 - Desert Meadows Kids Club,Child Care::Public School,185,,Laveen,6855 West Meadow Loop East,85339,(480)353-1486,(602)304-2025,33.372104,-112.205925
L.E.S.D. #59 - Vista Del Sur Kids Club,Child Care::Public School,150,,Laveen,3908 West South Mountain Road,85339,(602)361-4165,(602)304-2025,33.370441,-112.144266
L.E.S.D. #65 Littleton Elementary School Preschool,Child Care::Public School,212,,Avondale,1252 South Avondale Boulevard,85323,(623)478-5700,(623)478-5625,33.43468,-112.306571
L.E.S.D.#25 - Estrella Mountain Elementary School,Child Care::Public School,59,,Goodyear,10301 South San Miguel,85338,(623)327-2820,(623)474-6669,33.352655,-112.443589
L.E.S.D.#25 - Westar Elementary School,Child Care::Public School,59,,Goodyear,17777 West Westar Drive,85338,(623)696-7370,(623)474-6669,33.326412,-112.432196
L.E.S.D.#59 - Cheatham Kids Club,Child Care::Public School,59,,Laveen,4725 West South Mountain Road,85339,(602)237-7040,(602)304-2025,33.369594,-112.161003
L.E.S.D.#59 - Laveen Kids Club,Child Care::Public School,125,,Laveen,4141 West Mcneil Street,85339,(602)237-9110,(602)304-2025,33.357484,-112.169331
L.E.S.D.#59 - M.C.Cash Kids Club,Child Care::Public School,59,,Phoenix,3851 West Roeser Road,85041,(602)237-9120,(602)237-9133,33.399223,-112.140629
L.E.S.D.#59 - Rogers Ranch Kids Club,Child Care::Public School,59,,Laveen,6735 South 47Th Avenue,85339,(602)237-7058,(602)304-2025,33.385602,-112.159511
L.E.S.D.#59 - Trailside Point Kids Club,Child Care::Public School,59,,Laveen,7275 West Vineyard Road,85339,(602)361-4234,(602)237-9135,33.385039,-112.214703
L.E.S.D.#79 - Barbara B. Robey Elementary School,Child Care::Public School,365,,Litchfield Park,5340 North Wigwam Creek Blvd,85340,(623)547-1420,(623)935-9461,33.512904,-112.330548
L.E.S.D.#79 - Corte Sierra Elementary School,Child Care::Public School,425,,Avondale,3300 North Santa Fe Trail,85392,(623)547-1007,(623)935-9461,33.484008,-112.335143
L.E.S.D.#79 - Dreaming Summit Elementary School,Child Care::Public School,265,,Litchfield Park,13335 West Missouri Avenue,85340,(623)547-1212,(623)935-9461,33.514784,-112.346802
L.E.S.D.#79 - Litchfield Early Childhood Education,Child Care::Public School,605,,Litchfield Park,255 East Wigwam Boulevard,85340,(623)535-6042,(623)935-9461,33.493156,-112.355982
L.E.S.D.#79 - Mabel Padgett Elementary,Child Care::Public School,385,,Goodyear,15430 West Turney,85395,(623)547-3200,(  )  -,33.49841,-112.38896
L.E.S.D.#79 - Palm Valley Elementary School,Child Care::Public School,305,,Goodyear,2801 North 135Th Avenue,85395,(623)535-6405,(623)935-9461,33.477676,-112.350331
L.E.S.D.#79 - Rancho Santa Fe Elementary School,Child Care::Public School,205,,Avondale,2150 North Rancho Santa Fe Boulevard,85392,(623)535-6567,(623)935-9461,33.47106,-112.332059
L.E.S.D.#79 - Scott Libby - Early Child Education,Child Care::Public School,374,,Litchfield Park,18701 West Thomas Road,85340,(623)535-6205,(  )  -,33.479024,-112.462609
L.E.S.D.#79 - Verrado Elementary School,Child Care::Public School,185,,Buckeye,20873 West Sunrise Lane,85396,(623)547-1605,(623)853-2358,33.497634,-112.509596
L.H.U.S.D. #1 - Developmental Preschool,Child Care::Public School,72,,Lake Havasu City,2395 Smoketree Avenue,86403,(928)505-6033,(928)505-6036,34.48541,-114.31952
L.H.U.S.D.#1 - Little Knights Preschool,Child Care::Public School,25,,Lake Havasu City,2675 South Palo Verde Blv,86403,(928)854-5347,(  )  -,34.493889,-114.315526
L.U.S.D. #9 Beaver Dam Elementary School,Child Care::Public School,40,,Beaver Dam,3436 East Rio Virgin Road,86432,(928)347-5796,(928)347-5795,36.906279,-113.928829
M.E.S.D.#38 - Camelview- E C P / M A C,Child Care::Public School,265,,Phoenix,2002 East Campbell Avenue,85016,(602)664-7228,(602)664-7998,33.50216,-112.038709
M.E.S.D.#38 - Heights E C P / M A C,Child Care::Public School,265,,Phoenix,7150 North 22Nd Street,85020,(602)664-7870,(602)664-7998,33.541094,-112.034756
M.E.S.D.#38 - Madison #1 M A C,Child Care::Public School,525,,Phoenix,5525 North 16Th Street,85016,(602)664-7170,(602)664-7981,33.51781,-112.047356
M.E.S.D.#38 - Madison Traditional Academy,Child Care::Public School,332,,Phoenix,925 East Maryland Avenue,85014,(602)745-4070,(602)664-7999,33.530844,-112.061694
M.E.S.D.#38 - Meadows M A C,Child Care::Public School,225,,Phoenix,225 West Ocotillo Road,85016,(602)664-7670,(602)664-7499,33.534126,-112.075823
M.E.S.D.#38 - Park M A C / E C P,Child Care::Public School,385,,Phoenix,1431 East Campbell Avenue,85014,(602)664-7570,(602)664-7499,33.501819,-112.049592
M.E.S.D.#38 - Rose Lane M A C / E C P,Child Care::Public School,325,,Phoenix,1155 East Rose Lane,85014,(602)664-7470,(602)664-7499,33.52721,-112.057024
M.E.S.D.#38 - Simis E C P / M A C,Child Care::Public School,425,,Phoenix,7302 North 10Th Street,85020,(602)664-7370,(602)664-7399,33.542716,-112.060872
M.S.D.#18 - Fairbanks Learning Connections Preschool,Child Care::Public School,155,,Morenci,79 Copper Road,85540,(928)865-7274,(602)664-7998,33.050391,-109.326924
M.S.D.#21 - Jack L. Kuban Head Start,Child Care::Public School,36,,Phoenix,3201 West Sherman Street,85009,(602)353-5440,(602)353-5479,33.440377,-112.126164
M.S.D.#21 - W.R. Sullivan School Head Start,Child Care::Public School,59,,Phoenix,2 North 31St Avenue,85009,(602)353-5181,(602)233-0506,33.447771,-112.126173
M.S.D.#75 - Morristown School District #75,Child Care::Public School,10,,Morristown,25950 Rockaway Hills Road,85342,(623)546-5100,(623)388-9368,33.854955,-112.61961
M.U.S.D. #4 - Whitman Kinderu,Child Care::Public School,25,,Mesa,1829 North Grand,85201,(480)472-5030,(  )  -,33.448918,-111.834836
M.U.S.D.#20 - Extended Education Butterfield Elementary,Child Care::Public School,240,,Maricopa,43800 West Honeycutt Road,85238,(520)568-6100,(520)568-6119,33.058119,-112.038946
M.U.S.D.#4 - Adams Kinderu,Child Care::Public School,59,,Mesa,738 South Longmore,85202,(480)472-4300,(480)472-7250,33.401629,-111.865938
M.U.S.D.#4 - Coyote Kids Child Development Center,Child Care::Public School,16,,Mesa,845 South Crismon Road,85208,(480)472-9530,(  )  -,33.399668,-111.615213
M.U.S.D.#4 - Dobson High Mini Mustangs,Child Care::Public School,25,,Mesa,1501 West Guadalupe Road,85202,(480)472-3230,(480)472-3250,33.364052,-111.865504
M.U.S.D.#4 - Falcon Hill - Kinderu,Child Care::Public School,18,,Mesa,1645 North Sterling,85207,(480)472-8632,(480)472-7251,33.446659,-111.673825
M.U.S.D.#4 - Hermosa Vista Kinderu,Child Care::Public School,36,,Mesa,2626 North 24Th Street,85213,(480)472-7556,(480)472-7251,33.463566,-111.779421
M.U.S.D.#4 - Hughes Kinderu,Child Care::Public School,25,,Mesa,630 North Hunt Drive,85203,(480)472-7512,(480)472-7474,33.426834,-111.798207
M.U.S.D.#4 - Irving - Kinderu,Child Care::Public School,25,,Mesa,3220 East Pueblo Avenue,85204,(480)472-1655,(480)472-7251,33.401073,-111.761856
M.U.S.D.#4 - Jordan Kinderu,Child Care::Public School,565,,Chandler,3320 North Carriage Lane,85224,(480)472-3865,(480)472-3888,33.353562,-111.883992
M.U.S.D.#4 - Lincoln Kinderu,Child Care::Public School,20,,Mesa,930 South Sirrine,85210,(480)472-6352,(  )  -,33.397895,-111.827824
M.U.S.D.#4 - Longfellow Kinderu,Child Care::Public School,29,,Mesa,345 South Hall Street,85204,(480)472-6551,(480)472-6559,33.409241,-111.793242
M.U.S.D.#4 - Mesa Education Center,Child Care::Public School,50,,Mesa,855 West 8Th Avenue,85210,(480)472-1002,(480)472-7251,33.400328,-111.849862
M.U.S.D.#4 - Mesa High Preschool Lab,Child Care::Public School,34,,Mesa,1630 East Southern Avenue,85204,(480)472-5900,(480)472-5995,33.393611,-111.795912
M.U.S.D.#4 - O'Connor - Kinderu,Child Care::Public School,35,,Mesa,4840 East Adobe Street,85205,(480)472-7837,(  )  -,33.430213,-111.726023
M.U.S.D.#4 - Porter Kinderu,Child Care::Public School,32,,Mesa,1350 South Lindsay Road,85204,(480)472-6746,(  )  -,33.390244,-111.771351
M.U.S.D.#4 - Red Mountain Child Development Lab,Child Care::Public School,25,,Mesa,7301 East Brown Road,85207,(480)472-8183,(480)472-8187,33.4368,-111.673946
M.U.S.D.#4 - Red Mountain Ranch Kinderu,Child Care::Public School,59,,Mesa,6650 East Raftriver Street,85215,(480)649-2463,(480)472-7251,33.482193,-111.687033
M.U.S.D.#4 - Stevenson Kinderu,Child Care::Public School,18,,Mesa,638 South 96Th Street,85208,(480)472-9051,(480)472-0459,33.403417,-111.624225
M.U.S.D.#4 - Taft - Kinderu,Child Care::Public School,18,,Mesa,9800 East Quarterline Road,85207,(480)472-9132,(  )  -,33.426122,-111.619943
M.U.S.D.#4 - Whittier - Kinderu,Child Care::Public School,25,,Mesa,733 North Longmore,85201,(480)472-4919,(480)472-4905,33.428101,-111.865058
M.U.S.D.#40 - Little Vandal Preschool,Child Care::Public School,78,,Miami,4739 East Ragus Road,85539,(928)425-3271,(928)425-7419,33.4114664,-110.834515
M.U.S.D.#6 - Coyote Trail L.E.A.P./ Preschool,Child Care::Public School,265,,Tucson,8000 North Silverbell Road,85737,(520)352-2421,(  )  -,32.351563,-111.106448
M.U.S.D.#6 - P.A.L. Preschool At Estes Elementary,Child Care::Public School,160,,Marana,11279 West Grier Road Suite 100,85653,(520)682-4815,(520)682-9247,32.453298,-111.206966
M.U.S.D.#6 - Tiger Cub Learning Center,Child Care::Public School,48,,Tucson,12000 West Emigh Road,85743,(520)616-6400,(  )  -,32.366303,-111.216824
N.U.S.D.#81 - Desert Oasis Elementary School,Child Care::Public School,59,,Surprise,17161 West Bajada Road,85387,(623)556-5880,(623)556-5898,33.728944,-112.431771
N.U.S.D.#81 - Nadaburg Preschool,Child Care::Public School,132,,Wittmann,21419 West Dove Valley Road,85361,(623)388-2321,(623)388-2915,33.78206,-112.523499
P.E.S.D. - Paloma Preschool,Child Care::Public School,25,,Gila Bend,38739 W I -8,85337,(928)683-2588,(928)683-2093,32.9240175,-112.890818
P.E.S.D. #92 - Desert Mirage,Child Care::Public School,245,,Glendale,8605 West Maryland Avenue,85305,(623)772-2550,(623)877-1028,33.528173,-112.244844
P.E.S.D. #92 - Pendergast Early Learning Center,Child Care::Public School,113,,Phoenix,3841 North 91St Avenue,85037,(623)772-2370,(623)877-1028,33.491283,-112.254992
P.E.S.D. #92 - Villa De Paz School,Child Care::Public School,90,,Phoenix,4940 North 103Rd Avenue,85037,(623)772-2490,(623)877-1028,33.507202,-112.283094
P.E.S.D.#1 - Bethune Elementary School,Child Care::Public School,205,,Phoenix,1310 South 15Th Avenue,85007,(602)257-4804,(602)416-2013,33.434771,-112.091384
P.E.S.D.#1 - Capitol Elementary School,Child Care::Public School,345,,Phoenix,333 North 16Th Avenue,85007,(602)257-3835,(602)257-3874,33.45206,-112.093831
P.E.S.D.#1 - Dunbar Elementary School,Child Care::Public School,225,,Phoenix,707 West Grant Street,85007,(602)523-8918,(  )  -,33.440788,-112.082777
P.E.S.D.#1 - Edison Elementary School,Child Care::Public School,265,,Phoenix,804 North 18Th Street,85006,(602)523-5827,(602)257-3704,33.457332,-112.043467
P.E.S.D.#1 - Emerson Elementary School,Child Care::Public School,325,,Phoenix,915 East Palm Lane,85006,(602)257-3908,(602)257-3937,33.469214,-112.062115
P.E.S.D.#1 - Faith North School,Child Care::Public School,200,,Phoenix,910 East Washington Street,85034,(602)257-3901,(602)416-2013,33.448477,-112.06161
P.E.S.D.#1 - Garfield Elementary School,Child Care::Public School,305,,Phoenix,811 North 13Th Street,85006,(602)523-8712,(602)257-4866,33.457367,-112.054154
P.E.S.D.#1 - Heard Elementary School,Child Care::Public School,265,,Phoenix,2301 West Thomas Road,85015,(602)257-3880,(602)257-3881,33.480531,-112.108581
P.E.S.D.#1 - Herrera Elementary School,Child Care::Public School,505,,Phoenix,1350 South 11Th Street,85034,(602)452-6942,(602)416-2013,33.435322,-112.058824
P.E.S.D.#1 - Kenilworth Elementary School,Child Care::Public School,265,,Phoenix,1210 North 5Th Avenue,85003,(602)257-3889,(  )  -,33.461966,-112.080098
P.E.S.D.#1 - Lowell Elementary School,Child Care::Public School,185,,Phoenix,1121 South 3Rd Avenue,85003,(602)257-6396,(602)257-6396,33.435992,-112.077096
P.E.S.D.#1 - Magnet Traditional School,Child Care::Public School,245,,Phoenix,2602 North 23Rd Avenue,85009,(602)523-5963,(602)257-6281,33.477048,-112.108667
P.E.S.D.#1 - Shaw Montessori School,Child Care::Public School,225,,Phoenix,123 North 13Th Street,85034,(602)257-3909,(602)257-2954,33.449165,-112.054055
P.E.S.D.#1 - Whittier Elementary School,Child Care::Public School,185,,Phoenix,2000 North 16Th Street,85006,(602)523-8698,(602)416-2013,33.469505,-112.047834
P.S.S.D.#12 - Pine Strawberry Preschool/Extended Day,Child Care::Public School,59,,Pine,Randall Drive & Hwy. 87,85544,(928)476-3283,(  )  -,34.388015,-111.454759
P.U.H.S.D. #210 - Fairfax Kiddie College,Child Care::Public School,25,,Laveen,8225 South 59Th Avenue,85339,(602)764-9014,(  )  -,33.3717,-112.18605
P.U.H.S.D. #210 - Metro Tech Child Care,Child Care::Public School,35,,Phoenix,1900 West Thomas Road,85015,(602)764-8064,(602)764-8218,33.48074,-112.10008
P.U.S.D. - Lake View Elementary,Child Care::Public School,59,,Page,1801 North Navajo,86040,(928)608-4200,(928)645-5059,36.930833,-111.460903
P.U.S.D. - Page Unified Preschooll,Child Care::Public School,125,,Page,450 South Navajo Drive,86040,(928)608-4176,(928)608-4120,36.916763,-111.46339
P.U.S.D. # 11- Foothills Eccel,Child Care::Public School,113,,Glendale,15808 North 63Rd Avenue,85306,(623)486-6471,(623)412-4635,33.629374,-112.194468
P.U.S.D.#11 - Alta Loma Eccel,Child Care::Public School,65,,Peoria,9750 North 87Th Avenue,85345,(623)412-4591,(623)486-6466,33.573068,-112.246509
P.U.S.D.#11 - Cactus Coop,Child Care::Public School,40,,Glendale,6330 West Greenway Road,85306,(623)412-5012,(623)412-5020,33.625253,-112.194709
P.U.S.D.#11 - Centennial Coop,Child Care::Public School,25,,Peoria,14388 North 79Th Avenue,85381,(623)412-4412,(623)412-4420,33.616071,-112.228934
P.U.S.D.#11 - Country Meadows Eccel,Child Care::Public School,59,,Peoria,8409 North 111Th Avenue,85345,(623)412-4485,(623)773-7180,33.556917,-112.297457
P.U.S.D.#11 - Desert Harbor Eccel,Child Care::Public School,59,,Peoria,15585 North 91St Avenue,85382,(623)486-6200,(623)486-6466,33.625739,-112.253674
P.U.S.D.#11 - Desert Palms Eccel,Child Care::Public School,187,,Glendale,11441 North 55Th Avenue,85304,(623)412-4600,(623)773-7180,33.590078,-112.177197
P.U.S.D.#11 - Frontier Eccel,Child Care::Public School,75,,Peoria,21258 North 81St Avenue,85382,(623)412-4725,(623)773-7180,33.675559,-112.231932
P.U.S.D.#11 - Ira A. Murphy Eccel,Child Care::Public School,50,,Peoria,7231 West North Lane,85345,(623)412-4475,(623)412-4484,33.580508,-112.214092
P.U.S.D.#11 - Ironwood Coop,Child Care::Public School,26,,Glendale,6051 West Sweetwater Avenue,85304,(623)486-6411,(623)486-6424,33.603377,-112.189056
P.U.S.D.#11 - Liberty High School C.O.O.P.,Child Care::Public School,25,,Peoria,9621 West Speckled Gecko Drive,85383,(623)773-6525,(  )  -,33.686587,-112.26614
P.U.S.D.#11 - Marshall Ranch Kidzone,Child Care::Public School,59,,Glendale,12995 North Marshall Ranch Drive,85304,(623)486-6470,(623)486-6478,33.60373,-112.18565
P.U.S.D.#11 - Oasis Eccel,Child Care::Public School,59,,Peoria,7841 West Sweetwater,85381,(623)412-4821,(623)412-4809,33.602793,-112.228198
P.U.S.D.#11 - Peoria Coop,Child Care::Public School,25,,Peoria,11200 North 83Rd Avenue,85345,(623)486-6312,(  )  -,33.587478,-112.237872
P.U.S.D.#11 - Peoria Elementary Eccel,Child Care::Public School,59,,Peoria,11501 North 79Th Avenue,85345,(623)412-4450,(623)773-7180,33.589741,-112.228711
P.U.S.D.#11 - Sundance Eccel,Child Care::Public School,59,,Peoria,7051 West Cholla Street,85345,(623)773-6675,(623)486-6466,33.588688,-112.210489
P.U.S.D.#11 - Sunrise Mountain Coop,Child Care::Public School,25,,Peoria,21200 North 83Rd Avenue,85382,(623)487-5137,(623)487-5140,33.676229,-112.237956
P.U.S.D.#11 - Vistancia Eccel,Child Care::Public School,59,,Peoria,30009 North Sunrise Point,85383,(623)773-6500,(623)773-7180,33.755163,-112.332144
P.U.S.D.#4 - Pinon Elementary School,Child Care::Public School,55,,Pinon,1 Mile North Route Bia-41,86510,(928)725-2202,(928)725-2216,36.113257,-110.217588
